2025-07-18 22:57:31 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 5 → 5
2025-07-18 22:57:43 | INFO     | backend.core.signal_processor | 📊 Generating detailed signals for SOLUSDT 5
2025-07-18 22:57:43 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for SOLUSDT 5
2025-07-18 22:57:43 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 5 → 5
2025-07-18 22:57:43 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 100 real candles for SOLUSDT
2025-07-18 22:57:43 | INFO     | backend.core.signal_processor | ✅ Generated 11 detailed signals for SOLUSDT 5
2025-07-18 22:57:43 | INFO     | backend.core.signal_processor | 📊 Generating signals for SOLUSDT 5
2025-07-18 22:57:43 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for SOLUSDT 5
2025-07-18 22:57:43 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 5 → 5
2025-07-18 22:57:44 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 100 real candles for SOLUSDT
2025-07-18 22:57:44 | INFO     | backend.core.signal_processor | ✅ Generated 11 signals for SOLUSDT 5
2025-07-18 22:57:44 | INFO     | backend.core.signal_processor | 📊 Generating signals for SOLUSDT 5
2025-07-18 22:57:44 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for SOLUSDT 5
2025-07-18 22:57:44 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 5 → 5
2025-07-18 22:57:44 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 100 real candles for SOLUSDT
2025-07-18 22:57:44 | INFO     | backend.core.signal_processor | ✅ Generated 11 signals for SOLUSDT 5
2025-07-18 22:57:44 | INFO     | backend.core.signal_processor | 📊 Generating detailed signals for BNBUSDT 5
2025-07-18 22:57:44 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for BNBUSDT 5
2025-07-18 22:57:44 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 5 → 5
2025-07-18 22:57:45 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 100 real candles for BNBUSDT
2025-07-18 22:57:45 | INFO     | backend.core.signal_processor | ✅ Generated 11 detailed signals for BNBUSDT 5
2025-07-18 22:57:45 | INFO     | backend.core.signal_processor | 📊 Generating signals for BNBUSDT 5
2025-07-18 22:57:45 | INFO     | backend.core.signal_processor | 📊 Generating signals for BNBUSDT 5
2025-07-18 22:57:50 | INFO     | backend.integrations.bybit_client | 💰 Fetching real wallet balance...
2025-07-18 22:57:50 | INFO     | backend.integrations.bybit_client | ✅ Retrieved real balance: {'USDT': {'available': 0.0, 'locked': 0.0, 'total': 10653.97973099}, 'BNB': {'available': 0.0, 'locked': 0.0, 'total': 8.264e-05}}
2025-07-18 22:57:50 | INFO     | backend.integrations.bybit_client | 📈 Fetching real positions...
2025-07-18 22:57:51 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 0 active positions
2025-07-18 22:57:51 | INFO     | backend.core.signal_processor | 📊 Generating detailed signals for BTCUSDT 5
2025-07-18 22:57:51 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for BTCUSDT 5
2025-07-18 22:57:51 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 5 → 5
2025-07-18 22:57:52 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 100 real candles for BTCUSDT
2025-07-18 22:57:52 | INFO     | backend.core.signal_processor | ✅ Generated 11 detailed signals for BTCUSDT 5
2025-07-18 22:57:52 | INFO     | backend.core.signal_processor | 📊 Generating signals for BTCUSDT 5
2025-07-18 22:57:52 | INFO     | backend.core.signal_processor | 📊 Generating signals for BTCUSDT 5
2025-07-18 22:57:52 | INFO     | backend.core.signal_processor | 📊 Generating detailed signals for ETHUSDT 5
2025-07-18 22:57:52 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for ETHUSDT 5
2025-07-18 22:57:52 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 5 → 5
2025-07-18 22:57:52 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 100 real candles for ETHUSDT
2025-07-18 22:57:52 | INFO     | backend.core.signal_processor | ✅ Generated 11 detailed signals for ETHUSDT 5
2025-07-18 22:57:52 | INFO     | backend.core.signal_processor | 📊 Generating signals for ETHUSDT 5
2025-07-18 22:57:52 | INFO     | backend.core.signal_processor | 📊 Generating signals for ETHUSDT 5
2025-07-18 22:57:52 | INFO     | backend.core.signal_processor | 📊 Generating detailed signals for SOLUSDT 5
2025-07-18 22:57:52 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for SOLUSDT 5
2025-07-18 22:57:52 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 5 → 5
2025-07-18 22:57:52 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 100 real candles for SOLUSDT
2025-07-18 22:57:52 | INFO     | backend.core.signal_processor | ✅ Generated 11 detailed signals for SOLUSDT 5
2025-07-18 22:57:52 | INFO     | backend.core.signal_processor | 📊 Generating signals for SOLUSDT 5
2025-07-18 22:57:52 | INFO     | backend.core.signal_processor | 📊 Generating signals for SOLUSDT 5
2025-07-18 22:57:52 | INFO     | backend.core.signal_processor | 📊 Generating detailed signals for BNBUSDT 5
2025-07-18 22:57:52 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for BNBUSDT 5
2025-07-18 22:57:52 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 5 → 5
2025-07-18 22:57:53 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 100 real candles for BNBUSDT
2025-07-18 22:57:53 | INFO     | backend.core.signal_processor | ✅ Generated 11 detailed signals for BNBUSDT 5
2025-07-18 22:57:53 | INFO     | backend.core.signal_processor | 📊 Generating signals for BNBUSDT 5
2025-07-18 22:57:53 | INFO     | backend.core.signal_processor | 📊 Generating signals for BNBUSDT 5
2025-07-18 22:57:58 | INFO     | backend.integrations.bybit_client | 💰 Fetching real wallet balance...
2025-07-18 22:57:59 | INFO     | backend.integrations.bybit_client | ✅ Retrieved real balance: {'USDT': {'available': 0.0, 'locked': 0.0, 'total': 10653.97973099}, 'BNB': {'available': 0.0, 'locked': 0.0, 'total': 8.264e-05}}
2025-07-18 22:57:59 | INFO     | backend.integrations.bybit_client | 📈 Fetching real positions...
2025-07-18 22:57:59 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 0 active positions
2025-07-18 22:57:59 | INFO     | backend.core.signal_processor | 📊 Generating detailed signals for BTCUSDT 5
2025-07-18 22:57:59 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for BTCUSDT 5
2025-07-18 22:57:59 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 5 → 5
2025-07-18 22:58:00 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 100 real candles for BTCUSDT
2025-07-18 22:58:00 | INFO     | backend.core.signal_processor | ✅ Generated 11 detailed signals for BTCUSDT 5
2025-07-18 22:58:00 | INFO     | backend.core.signal_processor | 📊 Generating signals for BTCUSDT 5
2025-07-18 22:58:00 | INFO     | backend.core.signal_processor | 📊 Generating signals for BTCUSDT 5
2025-07-18 22:58:00 | INFO     | backend.core.signal_processor | 📊 Generating detailed signals for ETHUSDT 5
2025-07-18 22:58:00 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for ETHUSDT 5
2025-07-18 22:58:00 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 5 → 5
2025-07-18 22:58:00 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 100 real candles for ETHUSDT
2025-07-18 22:58:00 | INFO     | backend.core.signal_processor | ✅ Generated 11 detailed signals for ETHUSDT 5
2025-07-18 22:58:00 | INFO     | backend.core.signal_processor | 📊 Generating signals for ETHUSDT 5
2025-07-18 22:58:00 | INFO     | backend.core.signal_processor | 📊 Generating signals for ETHUSDT 5
2025-07-18 22:58:00 | INFO     | backend.core.signal_processor | 📊 Generating detailed signals for SOLUSDT 5
2025-07-18 22:58:00 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for SOLUSDT 5
2025-07-18 22:58:00 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 5 → 5
2025-07-18 22:58:00 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 100 real candles for SOLUSDT
2025-07-18 22:58:00 | INFO     | backend.core.signal_processor | ✅ Generated 11 detailed signals for SOLUSDT 5
2025-07-18 22:58:00 | INFO     | backend.core.signal_processor | 📊 Generating signals for SOLUSDT 5
2025-07-18 22:58:00 | INFO     | backend.core.signal_processor | 📊 Generating signals for SOLUSDT 5
2025-07-18 22:58:00 | INFO     | backend.core.signal_processor | 📊 Generating detailed signals for BNBUSDT 5
2025-07-18 22:58:00 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for BNBUSDT 5
2025-07-18 22:58:00 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 5 → 5
2025-07-18 22:58:01 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 100 real candles for BNBUSDT
2025-07-18 22:58:01 | INFO     | backend.core.signal_processor | ✅ Generated 11 detailed signals for BNBUSDT 5
2025-07-18 22:58:01 | INFO     | backend.core.signal_processor | 📊 Generating signals for BNBUSDT 5
2025-07-18 22:58:01 | INFO     | backend.core.signal_processor | 📊 Generating signals for BNBUSDT 5
2025-07-18 22:58:06 | INFO     | backend.integrations.bybit_client | 💰 Fetching real wallet balance...
2025-07-18 22:58:06 | INFO     | backend.integrations.bybit_client | ✅ Retrieved real balance: {'USDT': {'available': 0.0, 'locked': 0.0, 'total': 10653.97973099}, 'BNB': {'available': 0.0, 'locked': 0.0, 'total': 8.264e-05}}
2025-07-18 22:58:06 | INFO     | backend.integrations.bybit_client | 📈 Fetching real positions...
2025-07-18 22:58:07 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 0 active positions
2025-07-18 22:58:07 | INFO     | backend.core.signal_processor | 📊 Generating detailed signals for BTCUSDT 5
2025-07-18 22:58:07 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for BTCUSDT 5
2025-07-18 22:58:07 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 5 → 5
2025-07-18 22:58:07 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 100 real candles for BTCUSDT
2025-07-18 22:58:07 | INFO     | backend.core.signal_processor | ✅ Generated 11 detailed signals for BTCUSDT 5
2025-07-18 22:58:07 | INFO     | backend.core.signal_processor | 📊 Generating signals for BTCUSDT 5
2025-07-18 22:58:07 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for BTCUSDT 5
2025-07-18 22:58:07 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 5 → 5
2025-07-18 22:58:08 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 100 real candles for BTCUSDT
2025-07-18 22:58:08 | INFO     | backend.core.signal_processor | ✅ Generated 11 signals for BTCUSDT 5
2025-07-18 22:58:08 | INFO     | backend.core.signal_processor | 📊 Generating signals for BTCUSDT 5
2025-07-18 22:58:08 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for BTCUSDT 5
2025-07-18 22:58:08 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 5 → 5
2025-07-18 22:58:09 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 100 real candles for BTCUSDT
2025-07-18 22:58:09 | INFO     | backend.core.signal_processor | ✅ Generated 11 signals for BTCUSDT 5
2025-07-18 22:58:09 | INFO     | backend.core.signal_processor | 📊 Generating detailed signals for ETHUSDT 5
2025-07-18 22:58:09 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for ETHUSDT 5
2025-07-18 22:58:09 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 5 → 5
2025-07-18 22:58:09 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 100 real candles for ETHUSDT
2025-07-18 22:58:09 | INFO     | backend.core.signal_processor | ✅ Generated 11 detailed signals for ETHUSDT 5
2025-07-18 22:58:09 | INFO     | backend.core.signal_processor | 📊 Generating signals for ETHUSDT 5
2025-07-18 22:58:09 | INFO     | backend.core.signal_processor | 📊 Generating signals for ETHUSDT 5
2025-07-18 22:58:09 | INFO     | backend.core.signal_processor | 📊 Generating detailed signals for SOLUSDT 5
2025-07-18 22:58:09 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for SOLUSDT 5
2025-07-18 22:58:09 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 5 → 5
2025-07-18 22:58:10 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 100 real candles for SOLUSDT
2025-07-18 22:58:10 | INFO     | backend.core.signal_processor | ✅ Generated 11 detailed signals for SOLUSDT 5
2025-07-18 22:58:10 | INFO     | backend.core.signal_processor | 📊 Generating signals for SOLUSDT 5
2025-07-18 22:58:10 | INFO     | backend.core.signal_processor | 📊 Generating signals for SOLUSDT 5
2025-07-18 22:58:10 | INFO     | backend.core.signal_processor | 📊 Generating detailed signals for BNBUSDT 5
2025-07-18 22:58:10 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for BNBUSDT 5
2025-07-18 22:58:10 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 5 → 5
2025-07-18 22:58:11 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 100 real candles for BNBUSDT
2025-07-18 22:58:11 | INFO     | backend.core.signal_processor | ✅ Generated 11 detailed signals for BNBUSDT 5
2025-07-18 22:58:11 | INFO     | backend.core.signal_processor | 📊 Generating signals for BNBUSDT 5
2025-07-18 22:58:11 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for BNBUSDT 5
2025-07-18 22:58:11 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 5 → 5
2025-07-18 22:58:11 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 100 real candles for BNBUSDT
2025-07-18 22:58:11 | INFO     | backend.core.signal_processor | ✅ Generated 11 signals for BNBUSDT 5
2025-07-18 22:58:11 | INFO     | backend.core.signal_processor | 📊 Generating signals for BNBUSDT 5
2025-07-18 22:58:11 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for BNBUSDT 5
2025-07-18 22:58:11 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 5 → 5
2025-07-18 22:58:11 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 100 real candles for BNBUSDT
2025-07-18 22:58:11 | INFO     | backend.core.signal_processor | ✅ Generated 11 signals for BNBUSDT 5
2025-07-18 22:58:16 | INFO     | backend.integrations.bybit_client | 💰 Fetching real wallet balance...
2025-07-18 22:58:17 | INFO     | backend.integrations.bybit_client | ✅ Retrieved real balance: {'USDT': {'available': 0.0, 'locked': 0.0, 'total': 10653.97973099}, 'BNB': {'available': 0.0, 'locked': 0.0, 'total': 8.264e-05}}
2025-07-18 22:58:17 | INFO     | backend.integrations.bybit_client | 📈 Fetching real positions...
2025-07-18 22:58:18 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 0 active positions
2025-07-18 22:58:18 | INFO     | backend.core.signal_processor | 📊 Generating detailed signals for BTCUSDT 5
2025-07-18 22:58:18 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for BTCUSDT 5
2025-07-18 22:58:18 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 5 → 5
2025-07-18 22:58:18 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 100 real candles for BTCUSDT
2025-07-18 22:58:18 | INFO     | backend.core.signal_processor | ✅ Generated 11 detailed signals for BTCUSDT 5
2025-07-18 22:58:18 | INFO     | backend.core.signal_processor | 📊 Generating signals for BTCUSDT 5
2025-07-18 22:58:18 | INFO     | backend.core.signal_processor | 📊 Generating signals for BTCUSDT 5
2025-07-18 22:58:18 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for BTCUSDT 5
2025-07-18 22:58:18 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 5 → 5
2025-07-18 22:58:19 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 200 real candles for BTCUSDT
2025-07-18 22:58:19 | INFO     | backend.core.market_analyzer | ✅ Market analysis completed for BTCUSDT: breakout
2025-07-18 22:58:19 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for BTCUSDT 5
2025-07-18 22:58:19 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 5 → 5
2025-07-18 22:58:19 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 200 real candles for BTCUSDT
2025-07-18 22:58:19 | INFO     | backend.core.market_analyzer | ✅ Market analysis completed for BTCUSDT: breakout
2025-07-18 22:58:19 | INFO     | backend.core.signal_processor | 📊 Generating detailed signals for ETHUSDT 5
2025-07-18 22:58:19 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for ETHUSDT 5
2025-07-18 22:58:19 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 5 → 5
2025-07-18 22:58:20 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 100 real candles for ETHUSDT
2025-07-18 22:58:20 | INFO     | backend.core.signal_processor | ✅ Generated 11 detailed signals for ETHUSDT 5
2025-07-18 22:58:20 | INFO     | backend.core.signal_processor | 📊 Generating signals for ETHUSDT 5
2025-07-18 22:58:20 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for ETHUSDT 5
2025-07-18 22:58:20 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 5 → 5
2025-07-18 22:58:20 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 100 real candles for ETHUSDT
2025-07-18 22:58:20 | INFO     | backend.core.signal_processor | ✅ Generated 11 signals for ETHUSDT 5
2025-07-18 22:58:20 | INFO     | backend.core.signal_processor | 📊 Generating signals for ETHUSDT 5
2025-07-18 22:58:20 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for ETHUSDT 5
2025-07-18 22:58:20 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 5 → 5
2025-07-18 22:58:21 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 100 real candles for ETHUSDT
2025-07-18 22:58:21 | INFO     | backend.core.signal_processor | ✅ Generated 11 signals for ETHUSDT 5
2025-07-18 22:58:21 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for ETHUSDT 5
2025-07-18 22:58:21 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 5 → 5
2025-07-18 22:58:22 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 200 real candles for ETHUSDT
2025-07-18 22:58:22 | INFO     | backend.core.market_analyzer | ✅ Market analysis completed for ETHUSDT: breakout
2025-07-18 22:58:22 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for ETHUSDT 5
2025-07-18 22:58:22 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 5 → 5
2025-07-18 22:58:22 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 200 real candles for ETHUSDT
2025-07-18 22:58:22 | INFO     | backend.core.market_analyzer | ✅ Market analysis completed for ETHUSDT: breakout
2025-07-18 22:58:22 | INFO     | backend.core.signal_processor | 📊 Generating detailed signals for SOLUSDT 5
2025-07-18 22:58:22 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for SOLUSDT 5
2025-07-18 22:58:22 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 5 → 5
2025-07-18 22:58:22 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 100 real candles for SOLUSDT
2025-07-18 22:58:22 | INFO     | backend.core.signal_processor | ✅ Generated 11 detailed signals for SOLUSDT 5
2025-07-18 22:58:22 | INFO     | backend.core.signal_processor | 📊 Generating signals for SOLUSDT 5
2025-07-18 22:58:22 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for SOLUSDT 5
2025-07-18 22:58:22 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 5 → 5
2025-07-18 22:58:23 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 100 real candles for SOLUSDT
2025-07-18 22:58:23 | INFO     | backend.core.signal_processor | ✅ Generated 11 signals for SOLUSDT 5
2025-07-18 22:58:23 | INFO     | backend.core.signal_processor | 📊 Generating signals for SOLUSDT 5
2025-07-18 22:58:23 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for SOLUSDT 5
2025-07-18 22:58:23 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 5 → 5
2025-07-18 22:58:23 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 100 real candles for SOLUSDT
2025-07-18 22:58:23 | INFO     | backend.core.signal_processor | ✅ Generated 11 signals for SOLUSDT 5
2025-07-18 22:58:23 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for SOLUSDT 5
2025-07-18 22:58:23 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 5 → 5
2025-07-18 22:58:23 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 200 real candles for SOLUSDT
2025-07-18 22:58:23 | INFO     | backend.core.market_analyzer | ✅ Market analysis completed for SOLUSDT: breakout
