2025-07-20 22:44:21 | INFO     | backend.core.market_analyzer | ✅ Market analysis completed for SOLUSDT: breakout
2025-07-20 22:44:29 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 15 → 15
2025-07-20 22:44:30 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 200 real candles for SOLUSDT
2025-07-20 22:44:30 | INFO     | backend.core.signal_processor | ✅ Generated 11 detailed signals for SOLUSDT 15
2025-07-20 22:44:30 | INFO     | backend.core.signal_processor | 📊 Generating signals for SOLUSDT 15m
2025-07-20 22:44:30 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for SOLUSDT 15m
2025-07-20 22:44:30 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 15m → 15
2025-07-20 22:44:30 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 200 real candles for SOLUSDT
2025-07-20 22:44:30 | INFO     | backend.core.signal_processor | ✅ Generated 11 signals for SOLUSDT 15m
2025-07-20 22:44:30 | INFO     | backend.core.signal_processor | 📊 Generating signals for SOLUSDT 15m
2025-07-20 22:44:30 | INFO     | backend.core.signal_processor | 📊 Generating detailed signals for BNBUSDT 15
2025-07-20 22:44:30 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for BNBUSDT 15
2025-07-20 22:44:30 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 15 → 15
2025-07-20 22:44:30 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 200 real candles for BNBUSDT
2025-07-20 22:44:30 | INFO     | backend.core.signal_processor | ✅ Generated 11 detailed signals for BNBUSDT 15
2025-07-20 22:44:30 | INFO     | backend.core.signal_processor | 📊 Generating signals for BNBUSDT 15m
2025-07-20 22:44:30 | INFO     | backend.core.signal_processor | 📊 Generating signals for BNBUSDT 15m
2025-07-20 22:44:35 | INFO     | backend.integrations.bybit_client | 💰 Fetching real wallet balance...
2025-07-20 22:44:35 | INFO     | backend.integrations.bybit_client | ✅ Retrieved real balance: {'USDT': {'available': 0.0, 'locked': 0.0, 'total': 9994.30440804}}
2025-07-20 22:44:35 | INFO     | backend.integrations.bybit_client | 📈 Fetching real positions...
2025-07-20 22:44:36 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 4 active positions
2025-07-20 22:44:36 | INFO     | backend.main | 🎯 Используем таймфрейм режима: 15m → API: 15
2025-07-20 22:44:36 | INFO     | backend.core.signal_processor | 📊 Generating detailed signals for BTCUSDT 15
2025-07-20 22:44:36 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for BTCUSDT 15
2025-07-20 22:44:36 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 15 → 15
2025-07-20 22:44:36 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 200 real candles for BTCUSDT
2025-07-20 22:44:36 | INFO     | backend.core.signal_processor | ✅ Generated 11 detailed signals for BTCUSDT 15
2025-07-20 22:44:36 | INFO     | backend.core.signal_processor | 📊 Generating signals for BTCUSDT 15m
2025-07-20 22:44:36 | INFO     | backend.core.signal_processor | 📊 Generating signals for BTCUSDT 15m
2025-07-20 22:44:36 | INFO     | backend.core.signal_processor | 📊 Generating detailed signals for ETHUSDT 15
2025-07-20 22:44:36 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for ETHUSDT 15
2025-07-20 22:44:36 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 15 → 15
2025-07-20 22:44:36 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 200 real candles for ETHUSDT
2025-07-20 22:44:36 | INFO     | backend.core.signal_processor | ✅ Generated 11 detailed signals for ETHUSDT 15
2025-07-20 22:44:36 | INFO     | backend.core.signal_processor | 📊 Generating signals for ETHUSDT 15m
2025-07-20 22:44:36 | INFO     | backend.core.signal_processor | 📊 Generating signals for ETHUSDT 15m
2025-07-20 22:44:36 | INFO     | backend.core.signal_processor | 📊 Generating detailed signals for SOLUSDT 15
2025-07-20 22:44:36 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for SOLUSDT 15
2025-07-20 22:44:36 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 15 → 15
2025-07-20 22:44:37 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 200 real candles for SOLUSDT
2025-07-20 22:44:37 | INFO     | backend.core.signal_processor | ✅ Generated 11 detailed signals for SOLUSDT 15
2025-07-20 22:44:37 | INFO     | backend.core.signal_processor | 📊 Generating signals for SOLUSDT 15m
2025-07-20 22:44:37 | INFO     | backend.core.signal_processor | 📊 Generating signals for SOLUSDT 15m
2025-07-20 22:44:37 | INFO     | backend.core.signal_processor | 📊 Generating detailed signals for BNBUSDT 15
2025-07-20 22:44:37 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for BNBUSDT 15
2025-07-20 22:44:37 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 15 → 15
2025-07-20 22:44:37 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 200 real candles for BNBUSDT
2025-07-20 22:44:37 | INFO     | backend.core.signal_processor | ✅ Generated 11 detailed signals for BNBUSDT 15
2025-07-20 22:44:37 | INFO     | backend.core.signal_processor | 📊 Generating signals for BNBUSDT 15m
2025-07-20 22:44:37 | INFO     | backend.core.signal_processor | 📊 Generating signals for BNBUSDT 15m
2025-07-20 22:44:42 | INFO     | backend.integrations.bybit_client | 💰 Fetching real wallet balance...
2025-07-20 22:44:42 | INFO     | backend.integrations.bybit_client | ✅ Retrieved real balance: {'USDT': {'available': 0.0, 'locked': 0.0, 'total': 9994.30440804}}
2025-07-20 22:44:42 | INFO     | backend.integrations.bybit_client | 📈 Fetching real positions...
2025-07-20 22:44:43 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 4 active positions
2025-07-20 22:44:43 | INFO     | backend.main | 🎯 Используем таймфрейм режима: 15m → API: 15
2025-07-20 22:44:43 | INFO     | backend.core.signal_processor | 📊 Generating detailed signals for BTCUSDT 15
2025-07-20 22:44:43 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for BTCUSDT 15
2025-07-20 22:44:43 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 15 → 15
2025-07-20 22:44:43 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 200 real candles for BTCUSDT
2025-07-20 22:44:43 | INFO     | backend.core.signal_processor | ✅ Generated 11 detailed signals for BTCUSDT 15
2025-07-20 22:44:43 | INFO     | backend.core.signal_processor | 📊 Generating signals for BTCUSDT 15m
2025-07-20 22:44:43 | INFO     | backend.core.signal_processor | 📊 Generating signals for BTCUSDT 15m
2025-07-20 22:44:43 | INFO     | backend.core.signal_processor | 📊 Generating detailed signals for ETHUSDT 15
2025-07-20 22:44:43 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for ETHUSDT 15
2025-07-20 22:44:43 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 15 → 15
2025-07-20 22:44:43 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 200 real candles for ETHUSDT
2025-07-20 22:44:43 | INFO     | backend.core.signal_processor | ✅ Generated 11 detailed signals for ETHUSDT 15
2025-07-20 22:44:43 | INFO     | backend.core.signal_processor | 📊 Generating signals for ETHUSDT 15m
2025-07-20 22:44:43 | INFO     | backend.core.signal_processor | 📊 Generating signals for ETHUSDT 15m
2025-07-20 22:44:43 | INFO     | backend.core.signal_processor | 📊 Generating detailed signals for SOLUSDT 15
2025-07-20 22:44:43 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for SOLUSDT 15
2025-07-20 22:44:43 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 15 → 15
2025-07-20 22:44:43 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 200 real candles for SOLUSDT
2025-07-20 22:44:43 | INFO     | backend.core.signal_processor | ✅ Generated 11 detailed signals for SOLUSDT 15
2025-07-20 22:44:43 | INFO     | backend.core.signal_processor | 📊 Generating signals for SOLUSDT 15m
2025-07-20 22:44:43 | INFO     | backend.core.signal_processor | 📊 Generating signals for SOLUSDT 15m
2025-07-20 22:44:43 | INFO     | backend.core.signal_processor | 📊 Generating detailed signals for BNBUSDT 15
2025-07-20 22:44:43 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for BNBUSDT 15
2025-07-20 22:44:43 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 15 → 15
2025-07-20 22:44:44 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 200 real candles for BNBUSDT
2025-07-20 22:44:44 | INFO     | backend.core.signal_processor | ✅ Generated 11 detailed signals for BNBUSDT 15
2025-07-20 22:44:44 | INFO     | backend.core.signal_processor | 📊 Generating signals for BNBUSDT 15m
2025-07-20 22:44:44 | INFO     | backend.core.signal_processor | 📊 Generating signals for BNBUSDT 15m
2025-07-20 22:44:47 | INFO     | backend.core.trading_engine | 🔧 [LOOP] Корректируем размеры существующих позиций...
2025-07-20 22:44:47 | INFO     | backend.integrations.bybit_client | 📈 Fetching real positions...
2025-07-20 22:44:47 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 4 active positions
2025-07-20 22:44:47 | INFO     | backend.integrations.bybit_client | 📈 Fetching real positions...
2025-07-20 22:44:48 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 4 active positions
2025-07-20 22:44:48 | INFO     | backend.core.trading_engine | 🔍 [correct_position_sizes] Проверяем XRPUSDT: размер=28.0, цена=3.5377, стоимость=99.06 USDT
2025-07-20 22:44:48 | INFO     | backend.core.trading_engine | ✅ XRPUSDT: Размер позиции в норме (99.06 USDT)
2025-07-20 22:44:48 | INFO     | backend.core.trading_engine | 🔍 [correct_position_sizes] Проверяем DOGEUSDT: размер=366.0, цена=0.27585, стоимость=100.96 USDT
2025-07-20 22:44:48 | INFO     | backend.core.trading_engine | ✅ DOGEUSDT: Размер позиции в норме (100.96 USDT)
2025-07-20 22:44:48 | INFO     | backend.core.trading_engine | 🔍 [correct_position_sizes] Проверяем ETHUSDT: размер=0.03, цена=3761.59, стоимость=112.85 USDT
2025-07-20 22:44:48 | INFO     | backend.core.trading_engine | ✅ ETHUSDT: Размер позиции в норме (112.85 USDT)
2025-07-20 22:44:49 | INFO     | backend.core.trading_engine | 🔍 [correct_position_sizes] Проверяем SOLUSDT: размер=0.6, цена=181.81, стоимость=109.09 USDT
2025-07-20 22:44:49 | INFO     | backend.core.trading_engine | ✅ SOLUSDT: Размер позиции в норме (109.09 USDT)
2025-07-20 22:44:49 | INFO     | backend.core.trading_engine | 🔄 [LOOP] Current trading pairs: ['BTC/USDT', 'ETH/USDT', 'SOL/USDT', 'DOGE/USDT', 'XRP/USDT']
2025-07-20 22:44:49 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for BTCUSDT 15m
2025-07-20 22:44:49 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 15m → 15
2025-07-20 22:44:49 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 200 real candles for BTCUSDT
2025-07-20 22:44:49 | INFO     | backend.core.signal_processor | 📊 Generating signals for BTCUSDT 15m
2025-07-20 22:44:49 | INFO     | backend.core.trading_engine | BTCUSDT: Buy: 5, Sell: 0, Hold: 6
2025-07-20 22:44:49 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for ETHUSDT 15m
2025-07-20 22:44:49 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 15m → 15
2025-07-20 22:44:50 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 200 real candles for ETHUSDT
2025-07-20 22:44:50 | INFO     | backend.core.signal_processor | 📊 Generating signals for ETHUSDT 15m
2025-07-20 22:44:50 | INFO     | backend.core.trading_engine | ETHUSDT: Buy: 4, Sell: 0, Hold: 7
2025-07-20 22:44:50 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for SOLUSDT 15m
2025-07-20 22:44:50 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 15m → 15
2025-07-20 22:44:50 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 200 real candles for SOLUSDT
2025-07-20 22:44:50 | INFO     | backend.core.signal_processor | 📊 Generating signals for SOLUSDT 15m
2025-07-20 22:44:50 | INFO     | backend.core.trading_engine | SOLUSDT: Buy: 4, Sell: 1, Hold: 6
2025-07-20 22:44:50 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for DOGEUSDT 15m
2025-07-20 22:44:50 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 15m → 15
2025-07-20 22:44:50 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 200 real candles for DOGEUSDT
2025-07-20 22:44:50 | INFO     | backend.core.signal_processor | 📊 Generating signals for DOGEUSDT 15m
2025-07-20 22:44:50 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for DOGEUSDT 15m
2025-07-20 22:44:50 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 15m → 15
2025-07-20 22:44:50 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 200 real candles for DOGEUSDT
2025-07-20 22:44:50 | INFO     | backend.core.signal_processor | ✅ Generated 11 signals for DOGEUSDT 15m
2025-07-20 22:44:50 | INFO     | backend.core.trading_engine | DOGEUSDT: Buy: 4, Sell: 3, Hold: 4
2025-07-20 22:44:50 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for XRPUSDT 15m
2025-07-20 22:44:50 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 15m → 15
2025-07-20 22:44:51 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 200 real candles for XRPUSDT
2025-07-20 22:44:51 | INFO     | backend.core.signal_processor | 📊 Generating signals for XRPUSDT 15m
2025-07-20 22:44:51 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for XRPUSDT 15m
2025-07-20 22:44:51 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 15m → 15
2025-07-20 22:44:51 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 200 real candles for XRPUSDT
2025-07-20 22:44:51 | INFO     | backend.core.signal_processor | ✅ Generated 11 signals for XRPUSDT 15m
2025-07-20 22:44:51 | INFO     | backend.core.trading_engine | XRPUSDT: Buy: 3, Sell: 1, Hold: 7
2025-07-20 22:44:51 | INFO     | backend.integrations.bybit_client | 💰 Fetching real wallet balance...
2025-07-20 22:44:51 | INFO     | backend.integrations.bybit_client | ✅ Retrieved real balance: {'USDT': {'available': 0.0, 'locked': 0.0, 'total': 9994.30440804}}
2025-07-20 22:44:51 | INFO     | backend.integrations.bybit_client | 📈 Fetching real positions...
2025-07-20 22:44:52 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 4 active positions
2025-07-20 22:44:52 | INFO     | backend.main | 🎯 Используем таймфрейм режима: 15m → API: 15
2025-07-20 22:44:52 | INFO     | backend.core.signal_processor | 📊 Generating detailed signals for BTCUSDT 15
2025-07-20 22:44:52 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for BTCUSDT 15
2025-07-20 22:44:52 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 15 → 15
2025-07-20 22:44:52 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 200 real candles for BTCUSDT
2025-07-20 22:44:52 | INFO     | backend.core.signal_processor | ✅ Generated 11 detailed signals for BTCUSDT 15
2025-07-20 22:44:52 | INFO     | backend.core.signal_processor | 📊 Generating signals for BTCUSDT 15m
2025-07-20 22:44:52 | INFO     | backend.core.signal_processor | 📊 Generating signals for BTCUSDT 15m
2025-07-20 22:44:52 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for BTCUSDT 15m
2025-07-20 22:44:52 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 15m → 15
2025-07-20 22:44:53 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 200 real candles for BTCUSDT
2025-07-20 22:44:53 | INFO     | backend.core.signal_processor | ✅ Generated 11 signals for BTCUSDT 15m
2025-07-20 22:44:53 | INFO     | backend.core.signal_processor | 📊 Generating detailed signals for ETHUSDT 15
2025-07-20 22:44:53 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for ETHUSDT 15
2025-07-20 22:44:53 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 15 → 15
2025-07-20 22:44:53 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 200 real candles for ETHUSDT
2025-07-20 22:44:53 | INFO     | backend.core.signal_processor | ✅ Generated 11 detailed signals for ETHUSDT 15
2025-07-20 22:44:53 | INFO     | backend.core.signal_processor | 📊 Generating signals for ETHUSDT 15m
2025-07-20 22:44:53 | INFO     | backend.core.signal_processor | 📊 Generating signals for ETHUSDT 15m
2025-07-20 22:44:53 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for ETHUSDT 15m
2025-07-20 22:44:53 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 15m → 15
2025-07-20 22:44:54 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 200 real candles for ETHUSDT
2025-07-20 22:44:54 | INFO     | backend.core.signal_processor | ✅ Generated 11 signals for ETHUSDT 15m
2025-07-20 22:44:54 | INFO     | backend.core.signal_processor | 📊 Generating detailed signals for SOLUSDT 15
2025-07-20 22:44:54 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for SOLUSDT 15
2025-07-20 22:44:54 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 15 → 15
2025-07-20 22:44:54 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 200 real candles for SOLUSDT
2025-07-20 22:44:54 | INFO     | backend.core.signal_processor | ✅ Generated 11 detailed signals for SOLUSDT 15
2025-07-20 22:44:54 | INFO     | backend.core.signal_processor | 📊 Generating signals for SOLUSDT 15m
2025-07-20 22:44:54 | INFO     | backend.core.signal_processor | 📊 Generating signals for SOLUSDT 15m
2025-07-20 22:44:54 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for SOLUSDT 15m
2025-07-20 22:44:54 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 15m → 15
2025-07-20 22:44:55 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 200 real candles for SOLUSDT
2025-07-20 22:44:55 | INFO     | backend.core.signal_processor | ✅ Generated 11 signals for SOLUSDT 15m
2025-07-20 22:44:55 | INFO     | backend.core.signal_processor | 📊 Generating detailed signals for BNBUSDT 15
2025-07-20 22:44:55 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for BNBUSDT 15
2025-07-20 22:44:55 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 15 → 15
2025-07-20 22:44:55 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 200 real candles for BNBUSDT
2025-07-20 22:44:55 | INFO     | backend.core.signal_processor | ✅ Generated 11 detailed signals for BNBUSDT 15
2025-07-20 22:44:55 | INFO     | backend.core.signal_processor | 📊 Generating signals for BNBUSDT 15m
2025-07-20 22:44:55 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for BNBUSDT 15m
2025-07-20 22:44:55 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 15m → 15
2025-07-20 22:44:55 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 200 real candles for BNBUSDT
2025-07-20 22:44:55 | INFO     | backend.core.signal_processor | ✅ Generated 11 signals for BNBUSDT 15m
2025-07-20 22:44:55 | INFO     | backend.core.signal_processor | 📊 Generating signals for BNBUSDT 15m
2025-07-20 22:44:55 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for BNBUSDT 15m
2025-07-20 22:44:55 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 15m → 15
2025-07-20 22:44:56 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 200 real candles for BNBUSDT
2025-07-20 22:44:56 | INFO     | backend.core.signal_processor | ✅ Generated 11 signals for BNBUSDT 15m
2025-07-20 22:44:56 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for BNBUSDT 15m
2025-07-20 22:44:56 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 15m → 15
2025-07-20 22:44:56 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 200 real candles for BNBUSDT
2025-07-20 22:44:56 | INFO     | backend.core.market_analyzer | ✅ Market analysis completed for BNBUSDT: breakout
2025-07-20 22:44:56 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for BNBUSDT 15m
2025-07-20 22:44:56 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 15m → 15
2025-07-20 22:44:57 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 200 real candles for BNBUSDT
2025-07-20 22:44:57 | INFO     | backend.core.market_analyzer | ✅ Market analysis completed for BNBUSDT: breakout
2025-07-20 22:45:02 | INFO     | backend.integrations.bybit_client | 💰 Fetching real wallet balance...
2025-07-20 22:45:02 | INFO     | backend.integrations.bybit_client | ✅ Retrieved real balance: {'USDT': {'available': 0.0, 'locked': 0.0, 'total': 9994.30440804}}
2025-07-20 22:45:02 | INFO     | backend.integrations.bybit_client | 📈 Fetching real positions...
2025-07-20 22:45:03 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 4 active positions
2025-07-20 22:45:03 | INFO     | backend.main | 🎯 Используем таймфрейм режима: 15m → API: 15
2025-07-20 22:45:03 | INFO     | backend.core.signal_processor | 📊 Generating detailed signals for BTCUSDT 15
2025-07-20 22:45:03 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for BTCUSDT 15
2025-07-20 22:45:03 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 15 → 15
2025-07-20 22:45:03 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 200 real candles for BTCUSDT
2025-07-20 22:45:03 | INFO     | backend.core.signal_processor | ✅ Generated 11 detailed signals for BTCUSDT 15
2025-07-20 22:45:03 | INFO     | backend.core.signal_processor | 📊 Generating signals for BTCUSDT 15m
2025-07-20 22:45:03 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for BTCUSDT 15m
2025-07-20 22:45:03 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 15m → 15
2025-07-20 22:45:04 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 200 real candles for BTCUSDT
2025-07-20 22:45:04 | INFO     | backend.core.signal_processor | ✅ Generated 11 signals for BTCUSDT 15m
2025-07-20 22:45:04 | INFO     | backend.core.signal_processor | 📊 Generating signals for BTCUSDT 15m
2025-07-20 22:45:04 | INFO     | backend.core.signal_processor | 📊 Generating detailed signals for ETHUSDT 15
2025-07-20 22:45:04 | INFO     | backend.integrations.bybit_client | 📊 Fetching real kline data for ETHUSDT 15
2025-07-20 22:45:04 | INFO     | backend.integrations.bybit_client | 🔄 Converted interval 15 → 15
2025-07-20 22:45:04 | INFO     | backend.integrations.bybit_client | ✅ Retrieved 200 real candles for ETHUSDT
2025-07-20 22:45:04 | INFO     | backend.core.signal_processor | ✅ Generated 11 detailed signals for ETHUSDT 15
